OBJECTID,ASSET_NAME,SITE_NAME,CHILD_OF,ADDRESS,TYPE,DESCRIPTION,SQ_FEET,ACREAGE,ZIPCODE,ALLIAS,NOTES,TENANT,LABEL,DPP_ASSET_ID,PPR_USE,Shape__Area,Shape__Length
1138,Zoo McNeil Avian Center,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,BUILDING,NO_PROGRAM,18187.36375939,0.41752609,19104,,NO_MAP,NOT_SITE,,1746,ZOO_HABITAT,2880.30859375,254.150856051342
1139,Zoo Lorikeet Encounter,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,STRUCTURE,NO_PROGRAM,4490.96167138,0.10309871,19104,,NO_MAP,NOT_SITE,,3685,ZOO_HABITAT,711.2109375,124.436854042386
1140,Zoo Condor Enclosure,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,STRUCTURE,NO_PROGRAM,2633.97661817,0.06046802,19104,,NO_MAP,NOT_SITE,,3686,ZOO_HABITAT,417.13671875,85.0857033009465
1141,Zoo Comfort Station 4,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,BUILDING,NO_PROGRAM,1733.44043036,0.03979448,19104,,NO_MAP,NOT_SITE,,3687,RESTROOMS,274.51953125,67.0693428518582
1142,Zoo Support Building 4,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,BUILDING,NO_PROGRAM,2208.52771028,0.05070102,19104,,NO_MAP,NOT_SITE,,3688,ZOO_HABITAT,349.75390625,94.5464722780929
1143,Zoo Support Building 5,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,BUILDING,NO_PROGRAM,3191.33619843,0.07326329,19104,,NO_MAP,NOT_SITE,,3689,ZOO_HABITAT,505.3984375,125.570020079091
1144,Galusha Pennypacker Park,Logan Square,Benjamin Franklin Parkway,1856 VINE ST,LAND,NO_PROGRAM,50294.98067972,1.1546185,19103,Pennypacker,MAP,NOT_SITE,Pennypacker,2816,SQUARE_PLAZA,7962.3984375,819.023482379074
1145,Shakespeare Park,Logan Square,Benjamin Franklin Parkway,1948 VINE ST,LAND,NO_PROGRAM,51572.49206741,1.18394624,19103, ,MAP,NOT_SITE,Shakespeare,3717,SQUARE_PLAZA,8164.67578125,608.054518542752
1146,Bristol Street Tract,Bristol Street Tract,Bristol Street Tract,1632 E BRISTOL ST,LAND,NO_PROGRAM,85915.60290007,1.97235874,19124,,MAP,SITE,Bristol St Tract,3601,OPERATIONS_MAINTENANCE_STORAGE,13622.44140625,532.007860285031
1147,Bristol Street Building,Bristol Street Building,Bristol Street Tract,1632 E BRISTOL ST,BUILDING,NO_PROGRAM,17674.5582502,0.40575365,19124,,NO_MAP,NOT_SITE,,3602,OPERATIONS_MAINTENANCE_STORAGE,2802.4375,224.446667531799
1148,Haddington-Marshall Shepard Rec Ctr Picnic Shelter,Haddington-Marshall Shepard Rec Ctr Picnic Shelter,"Haddington-Marshall L. Shepard, Sr. Rec Center",5700 HAVERFORD AVE,STRUCTURE,NO_PROGRAM,2278.27066027,0.05230211,19131,Shepard Recreation Center,NO_MAP,NOT_SITE,,3603,PAVILION_SHELTER,360.7734375,93.2880770043565
1149,Undine Boat Shed,Boathouse Row,East Fairmount Park,900 KELLY DR,STRUCTURE,NO_PROGRAM,618.36188439,0.01419569,19130,,NO_MAP,NOT_SITE,,3604,SHED,97.921875,57.7057488794839
1150,Bachelor's Boat Cover 3,Boathouse Row,East Fairmount Park,858 KELLY DR,STRUCTURE,NO_PROGRAM,360.27177941,0.00827074,19130,,NO_MAP,NOT_SITE,,3605,PAVILION_SHELTER,57.0546875,53.0095772418522
1151,Fairmount Boat Shed 1,Boathouse Row,East Fairmount Park,830 KELLY DR,STRUCTURE,NO_PROGRAM,537.06638004,0.0123294,19130,,NO_MAP,NOT_SITE,,3606,PAVILION_SHELTER,85.05078125,58.9479162487479
1152,Fairmount Boat Shed 2,Boathouse Row,East Fairmount Park,830 KELLY DR,STRUCTURE,NO_PROGRAM,387.40777892,0.00889369,19130,,NO_MAP,NOT_SITE,,3607,PAVILION_SHELTER,61.34765625,47.9451581515689
1153,Fairmount Boat Shed 3,Boathouse Row,East Fairmount Park,830 KELLY DR,STRUCTURE,NO_PROGRAM,497.73656592,0.0114265,19130,,NO_MAP,NOT_SITE,,3608,PAVILION_SHELTER,78.828125,75.2442474297737
1154,Wheel Fun Shed,Boathouse Row,East Fairmount Park,820 KELLY DR,BUILDING,NO_PROGRAM,209.67099928,0.0048134,19130,,NO_MAP,NOT_SITE,,3609,SHED,33.20703125,23.2777889409362
1155,Wheel Fun Storage Shed 1,Boathouse Row,East Fairmount Park,820 KELLY DR,BUILDING,NO_PROGRAM,324.82529995,0.00745699,19130,,NO_MAP,NOT_SITE,,3610,SHED,51.4453125,38.4176482818292
1156,Wheel Fun Storage Shed 2,Boathouse Row,East Fairmount Park,820 KELLY DR,BUILDING,NO_PROGRAM,333.55207439,0.00765733,19130,,NO_MAP,NOT_SITE,,3611,SHED,52.8203125,38.6734231954888
1157,Wheel Fun Rental Office,Boathouse Row,East Fairmount Park,820 KELLY DR,BUILDING,NO_PROGRAM,130.53476012,0.00299668,19130,,NO_MAP,NOT_SITE,,3612,CONCESSIONS_RETAIL_CAFE,20.671875,19.5397558883129
1158,Cobbs Creek Park,Cobbs Creek Park,Cobbs Creek Park, ,LAND,NO_PROGRAM,31766113.5294996,729.2525389,19143, ,MAP,SITE,Cobbs Creek Park,3056,REGIONAL_CONSERVATION_WATERSHED,5029175.953125,36566.0891472062
1159,Cafe Cret,Cret Park,Benjamin Franklin Parkway,110 N 16TH ST,BUILDING,NO_PROGRAM,1676.24254623,0.03848139,19103,,NO_MAP,NOT_SITE,,3614,CONCESSIONS_RETAIL_CAFE,265.34375,68.0024316523074
1160,John A. Lee Recreation Center,John A. Lee Recreation Center,John A. Lee Recreation Center,4372 HAVERFORD AVE,LAND,PROGRAM,424212.32214627,9.73861384,19104,Lee Cultural Center,MAP,SITE,Lee Rec Center,1892,RECREATION_SITE,67164.26953125,1136.75015974737
1161,Pennypack EEC Nature Blind,Pennypack Environmental Education Center,Pennypack Park,8600 VERREE RD,STRUCTURE,NO_PROGRAM,153.01024733,0.00351265,19115,Verree Rd Interpretive Center,NO_MAP,NOT_SITE,,1595,ENVIRONMENTAL_EDUCATION_CENTER,24.32421875,23.417315232913
1162,Wissahickon EEC Comfort Station,Wissahickon Environmental Education Center,Wissahickon Valley Park,300 W NORTHWESTERN AVE,BUILDING,NO_PROGRAM,205.25490607,0.00471202,19128,Andorra Nature Center,NO_MAP,NOT_SITE,,3615,RESTROOMS,32.609375,24.9507439917633
1163,Cobbs Cinder Block Ruins,Cobbs Cinder Block Ruins,Cobbs Creek Park,104 COBBS CREEK PKWY,BUILDING,NO_PROGRAM,1002.99939835,0.02302579,19139,,NO_MAP,NOT_SITE,,3616,OTHER,158.80078125,56.7559936620379
1164,Cobbs Stone Quay with Fire Pit,Cobbs Stone Quay with Fire Pit,Cobbs Creek Park,104 COBBS CREEK PKWY,STRUCTURE,NO_PROGRAM,529.57725439,0.01215747,19139,,NO_MAP,NOT_SITE,,3617,OTHER,83.84375,74.9107017382033
1165,Burholme Park,Burholme Park,Burholme Park,7370 CENTRAL AVE,LAND,NO_PROGRAM,2958674.6361713,67.92209529,19111,,MAP,SITE,Burholme Park,490,COMMUNITY_PARK,469911.5078125,2822.99990121012
1166,Convent Lane Residence Shed,Convent Lane Residence Shed,Joseph C. Fluehr Memorial Park,4763 CONVENT LN,BUILDING,NO_PROGRAM,135.38646556,0.00310806,19114,Fluehr Park,NO_MAP,NOT_SITE,,3619,SHED,21.4921875,18.5563959748145
1167,Wissahickon Red Top Garage,Wissahickon Offices NW Philly,Wissahickon Valley Park,7279 HENRY AVE,BUILDING,NO_PROGRAM,1695.01338064,0.03891231,19128,Wissahickon Park - Maintenance Center,NO_MAP,NOT_SITE,,3620,OPERATIONS_MAINTENANCE_STORAGE,269.08203125,67.3895078894447
1168,Wissahickon Green Top Garage,Wissahickon Offices NW Philly,Wissahickon Valley Park,7279 HENRY AVE,BUILDING,NO_PROGRAM,1642.04830569,0.03769639,19128,Wissahickon Park - Maintenance Center,NO_MAP,NOT_SITE,,3621,OPERATIONS_MAINTENANCE_STORAGE,260.66796875,66.3179625228463
1169,Wissahickon Offices NW Philly,Wissahickon Offices NW Philly,Wissahickon Valley Park,7279 HENRY AVE,LAND,NO_PROGRAM,156738.34929741,3.59823178,19128,"District 4 Ops & Landscape HQ;Maintenance",MAP,NOT_SITE,Wissahickon Offices NW Philly,3622,OPERATIONS_MAINTENANCE_STORAGE,24881.62890625,1210.50758056395
1170,Olney Recreation Center Shelter,Olney Recreation Center Shelter,Olney Recreation Center,6000 A ST,STRUCTURE,NO_PROGRAM,701.97180529,0.01611512,19120,,NO_MAP,NOT_SITE,,3623,PAVILION_SHELTER,111.40234375,43.0158780120991
1171,Susan Gorgas Park Gazebo,Susan Gorgas Park Gazebo,Susan Gorgas Park,6424 RIDGE AVE,STRUCTURE,NO_PROGRAM,746.3475799,0.01713385,19128,Gorgas Park,NO_MAP,NOT_SITE,,3624,PAVILION_SHELTER,118.43359375,39.6257038639227
1172,Historic RittenhouseTown,Historic Rittenhouse Town,Wissahickon Valley Park,6014 WISSAHICKON AVE,LAND,NO_PROGRAM,543605.25473314,12.47950939,19144,,MAP,NOT_SITE,Historic RittenhouseTown,1939,HISTORIC_HOUSE,86239.49609375,1676.10366757216
1173,Greenland Nursery Storage Building,Greenland Nursery,West Fairmount Park,3850 FORD RD,BUILDING,NO_PROGRAM,1400.2643862,0.03214578,19131,,NO_MAP,NOT_SITE,,3626,MULTI_USE,221.9140625,62.3996645731661
1174,Greenland Nursery,Greenland Nursery,West Fairmount Park,3850 FORD RD,LAND,NO_PROGRAM,530252.13634557,12.17296275,19131,,NO_MAP,NOT_SITE,Greenland Nusery,3627,GREENHOUSE_NURSERY,84037.23046875,1197.15462761569
1175,Recycling Center,Recycling Center,West Fairmount Park,3850 FORD RD,LAND,NO_PROGRAM,614428.08624564,14.10538439,19131,,MAP,NOT_SITE,Recycling Center,3628,OTHER,97373.6640625,1832.46656133178
1176,Michael Vick Field,Hunting Park Recreation Center,Hunting Park,1101 W HUNTING PARK AVE,LAND,NO_PROGRAM,62828.67342607,1.44235364,19140,,NO_MAP,NOT_SITE,,2348,ATHLETIC,9964.01171875,428.67172177011
1177,Belmont Cottage and Reception Hall,Belmont Mansion Grounds,West Fairmount Park,2032 BELMONT MANSION DR,BUILDING,NO_PROGRAM,8494.45256545,0.19500658,19131,,NO_MAP,NOT_SITE,,3629,HISTORIC_HOUSE,1346.05859375,228.071724338459
1178,Belmont Grove,Belmont Grove,West Fairmount Park,2076 BELMONT MANSION DR,LAND,NO_PROGRAM,512328.30531299,11.76148656,19131,Belmont Grove Picnic Area,MAP,NOT_SITE,Belmont Grove,3630,RECREATION_SITE,81187.16015625,1318.67676026821
1179,Belmont Mansion Grounds,Belmont Mansion Grounds,West Fairmount Park,2032 BELMONT MANSION DR,LAND,NO_PROGRAM,82100.09773331,1.88476644,19131,,MAP,NOT_SITE,Belmont Mansion,3631,HISTORIC_HOUSE,13009.88671875,434.395886156572
1180,Mann Center Rear Craft Beer Vendor,Mann Center for the Performing Arts,West Fairmount Park,5396 N GEORGES HILL DR,STRUCTURE,NO_PROGRAM,330.78236023,0.00759375,19131,"Mann Music Center; Robin Hood Dell West",NO_MAP,NOT_SITE,,3632,CONCESSIONS_RETAIL_CAFE,52.41015625,29.7150291405587
1181,Mann Center Front Gatehouse,Mann Center for the Performing Arts,West Fairmount Park,5038 AVENUE OF THE REPUBLIC,BUILDING,NO_PROGRAM,12801.76387968,0.29388924,19131,"Mann Music Center; Robin Hood Dell West",NO_MAP,NOT_SITE,,3633,CONCESSIONS_RETAIL_CAFE,2028.12890625,329.807780503625
1182,Mann Center for the Performing Arts,Mann Center for the Performing Arts,West Fairmount Park,5038 AVENUE OF THE REPUBLIC,LAND,NO_PROGRAM,1076328.36991045,24.70919824,19131,"Mann Music Center; Robin Hood Dell West",MAP,NOT_SITE,Mann Music Center,3634,MULTI_USE,170521.36328125,1802.42117708922
1183,Fish Hatchery Maintenance Building 2,Fish Hatchery Maintenance Building 2,Fish Hatchery at Pleasant Hill Park,9201 N DELAWARE AVE,BUILDING,NO_PROGRAM,2489.26750007,0.05714595,19114,"Torresdale Fish Hatchery;Pleasant Hill Beach",NO_MAP,NOT_SITE,,3635,OPERATIONS_MAINTENANCE_STORAGE,395.02734375,88.6862762156707
1184,Fish Hatchery Maintenance Building 1,Fish Hatchery Maintenance Building 1,Fish Hatchery at Pleasant Hill Park,9201 N DELAWARE AVE,BUILDING,NO_PROGRAM,1450.51193222,0.03329931,19114,"Torresdale Fish Hatchery;Pleasant Hill Beach",NO_MAP,NOT_SITE,,3636,OPERATIONS_MAINTENANCE_STORAGE,230.19140625,63.814776395045
1185,Former Torresdale Fish Hatchery Building,Former Torresdale Fish Hatchery Building,Fish Hatchery at Pleasant Hill Park,9201 N DELAWARE AVE,BUILDING,NO_PROGRAM,1369.41469105,0.03143756,19114,"Torresdale Fish Hatchery;Pleasant Hill Beach",NO_MAP,NOT_SITE,,3637,HISTORIC_HOUSE,217.3203125,63.8028554369147
1186,Fish Hatchery Restrooms,Fish Hatchery Restrooms,Fish Hatchery at Pleasant Hill Park,9201 N DELAWARE AVE,BUILDING,NO_PROGRAM,1642.36112538,0.03770357,19114,"Torresdale Fish Hatchery;Pleasant Hill Beach",NO_MAP,NOT_SITE,,3638,RESTROOMS,260.6328125,97.1493014902423
1187,Fish Hatchery Boardwalk Building 2,Fish Hatchery Boardwalk Building 2,Fish Hatchery at Pleasant Hill Park,9201 N DELAWARE AVE,BUILDING,PROGRAM,419.7853027,0.00963698,19114,"Torresdale Fish Hatchery;Pleasant Hill Beach",NO_MAP,NOT_SITE,,3639,OPERATIONS_MAINTENANCE_STORAGE,66.625,33.3220040794479
1188,Fish Hatchery Boardwalk Building 1,Fish Hatchery Boardwalk Building 1,Fish Hatchery at Pleasant Hill Park,9201 N DELAWARE AVE,BUILDING,NO_PROGRAM,706.16945004,0.01621148,19114,"Torresdale Fish Hatchery;Pleasant Hill Beach",NO_MAP,NOT_SITE,,3640,OPERATIONS_MAINTENANCE_STORAGE,112.078125,42.5613322301147
1189,Clifford Park,Clifford Park,Wissahickon Valley Park,6141 WISSAHICKON AVE,LAND,NO_PROGRAM,1121030.37870321,25.73541926,19144,Thomas Mansion Grounds,MAP,NOT_SITE,Clifford,1832,RECREATION_SITE,177870.1875,1722.4207904246
1190,Blue Bell Area,Blue Bell Area,Wissahickon Valley Park,844 W WALNUT LN,LAND,NO_PROGRAM,709572.08889163,16.28959888,19144,"Blue Bell Hill, Blue Bell Park",MAP,NOT_SITE,Blue Bell,1311,RECREATION_SITE,112573.9375,1865.93365670679
1191,Norris Square Maintenance Shed,Norris Square Maintenance Shed,Norris Square,2100 N HOWARD ST,BUILDING,NO_PROGRAM,117.18198895,0.00269014,19122,,NO_MAP,NOT_SITE,,942,SHED,18.5625,17.3195754010784
1192,Norris Square Garden Arbor,Norris Square Garden Arbor,Norris Square,2100 N HOWARD ST,STRUCTURE,NO_PROGRAM,220.27137048,0.00505676,19122,,NO_MAP,NOT_SITE,,3641,PAVILION_SHELTER,34.89453125,26.1589999593535
1193,Fairhill Square Shelter,Fairhill Square Shelter,Fairhill Square,2649 N LAWRENCE ST,STRUCTURE,PROGRAM,907.23404949,0.02082731,19133,,NO_MAP,NOT_SITE,,3642,PAVILION_SHELTER,143.76953125,59.3222784718345
1194,Saul CSA Greenhouse 2,Saul High School Farm,Wissahickon Valley Park,7107 HENRY AVE,STRUCTURE,NO_PROGRAM,638.74973391,0.01466373,19128,,NO_MAP,NOT_SITE,,3644,GREENHOUSE_NURSERY,101.39453125,43.3930859569341
1195,Saul CSA Greenhouse 1,Saul High School Farm,Wissahickon Valley Park,7107 HENRY AVE,STRUCTURE,NO_PROGRAM,1412.01095037,0.03241544,19128,,NO_MAP,NOT_SITE,,3645,GREENHOUSE_NURSERY,224.13671875,62.0040145877574
1196,Saul Orchard Shed,Saul High School Farm,Wissahickon Valley Park,7107 HENRY AVE,BUILDING,NO_PROGRAM,316.01627759,0.00725476,19128,,NO_MAP,NOT_SITE,,3646,SHED,50.1640625,28.5612413417696
1197,Saul CSA Hoop House,Saul High School Farm,Wissahickon Valley Park,7107 HENRY AVE,STRUCTURE,NO_PROGRAM,861.63010291,0.01978038,19128,,NO_MAP,NOT_SITE,,3647,GREENHOUSE_NURSERY,136.76953125,49.1352988307458
1198,Saul CSA Wash Station,Saul High School Farm,Wissahickon Valley Park,7107 HENRY AVE,STRUCTURE,NO_PROGRAM,400.37803786,0.00919145,19128,,NO_MAP,NOT_SITE,,3648,FARM,63.5546875,34.7790876163892
1199,Saul Creamery,Saul High School Farm,Wissahickon Valley Park,7107 HENRY AVE,BUILDING,NO_PROGRAM,1523.56671917,0.03497642,19128,,NO_MAP,NOT_SITE,,3649,FARM,241.84765625,64.83817263297
1200,Saul Red Shed,Saul High School Farm,Wissahickon Valley Park,7107 HENRY AVE,BUILDING,NO_PROGRAM,1475.59466311,0.03387513,19128,,NO_MAP,NOT_SITE,,3650,SHED,234.2265625,62.4903055238957
1201,Saul Meat Lab Building,Saul High School Farm,Wissahickon Valley Park,7107 HENRY AVE,BUILDING,NO_PROGRAM,2004.83790536,0.04602493,19128,,NO_MAP,NOT_SITE,,622,FARM,318.234375,74.2275396477228
1202,Saul Dairy Barn,Saul High School Farm,Wissahickon Valley Park,7107 HENRY AVE,BUILDING,NO_PROGRAM,5277.70284699,0.12115987,19128,,NO_MAP,NOT_SITE,,3651,BARN,837.76171875,136.182790323793
1203,Saul Concrete Feeding Pad,Saul High School Farm,Wissahickon Valley Park,7107 HENRY AVE,STRUCTURE,NO_PROGRAM,3005.38437915,0.06899441,19128,,NO_MAP,NOT_SITE,,3652,FARM,477.06640625,92.2355449591053
1204,Saul Weigh Station,Saul High School Farm,Wissahickon Valley Park,7107 HENRY AVE,STRUCTURE,NO_PROGRAM,1011.14881372,0.02321288,19128,,NO_MAP,NOT_SITE,,3653,FARM,160.5078125,50.6952773857515
1205,Saul Sheep Barn,Saul High School Farm,Wissahickon Valley Park,7107 HENRY AVE,BUILDING,NO_PROGRAM,2055.24110355,0.04718203,19128,,NO_MAP,NOT_SITE,,3654,BARN,326.25,86.0009525783217
1206,Saul Sheep Pavillion,Saul High School Farm,Wissahickon Valley Park,7107 HENRY AVE,STRUCTURE,NO_PROGRAM,295.63967729,0.00678698,19128,,NO_MAP,NOT_SITE,,3655,FARM,46.93359375,28.9146527924911
1207,Saul Horse Barn,Saul High School Farm,Wissahickon Valley Park,7107 HENRY AVE,BUILDING,NO_PROGRAM,3338.15062013,0.0766337,19128,,NO_MAP,NOT_SITE,,3656,BARN,529.91015625,107.211717078433
1208,Saul Horse Corral 1,Saul High School Farm,Wissahickon Valley Park,7107 HENRY AVE,STRUCTURE,NO_PROGRAM,2664.66877494,0.06117262,19128,,NO_MAP,NOT_SITE,,3657,FARM,422.99609375,73.5405787781223
1209,Saul Horse Corral 2,Saul High School Farm,Wissahickon Valley Park,7107 HENRY AVE,STRUCTURE,NO_PROGRAM,15825.36024765,0.36330173,19128,,NO_MAP,NOT_SITE,,3658,FARM,2512.1640625,196.454270873075
1210,Saul High School Farm,Saul High School Farm,Wissahickon Valley Park,7107 HENRY AVE,LAND,NO_PROGRAM,1702403.64312563,39.08196632,19128,,MAP,NOT_SITE,Saul High School Farm,3659,FARM,270240.73828125,4009.26360233251
1211,Charles M. Finley Playground Building,Charles M. Finley Playground Building,Charles M. Finley Playground,7701 MANSFIELD AVE,BUILDING,PROGRAM,17326.51284012,0.39776359,19150,Whitehall Commons,NO_MAP,NOT_SITE,,1158,RECREATION_SITE,2751.578125,244.7662433802
1212,Van R. Thomas Memorial Picnic Gazebo,Van R. Thomas Memorial Picnic Area,29th & Chalmers Park,2800 CHALMERS AVE,STRUCTURE,NO_PROGRAM,981.45475549,0.02253119,19132,29th & Chalmers Gazebo,NO_MAP,NOT_SITE,,3660,PAVILION_SHELTER,155.55859375,45.4117228723608
1213,Van R. Thomas Memorial Picnic Shelter,Van R. Thomas Memorial Picnic Area,29th & Chalmers Park,2800 CHALMERS AVE,STRUCTURE,NO_PROGRAM,261.335547,0.00599946,19132,29th & Chalmers Picnic Shelter,NO_MAP,NOT_SITE,,3661,PAVILION_SHELTER,41.42578125,25.7461408385233
1214,Parkwood,Parkwood,Parkwood,3359 MECHANICSVILLE RD,LAND,NO_PROGRAM,1342322.71913409,30.81561268,19154,Parkwood Youth Organization Recreation Center,MAP,SITE,Parkwood,3663,RECREATION_SITE,213418.671875,2079.52925399535
1215,Parkwood Building,Parkwood Building,Parkwood,3359 MECHANICSVILLE RD,BUILDING,NO_PROGRAM,12646.32661205,0.29032087,19154,Parkwood Youth Organization Recreation Center,NO_MAP,NOT_SITE,,367,RECREATION_SITE,2010.6484375,204.353201860417
1216,Lansdowne and Girard Communications Building,Lansdowne and Girard Communications Building,West Fairmount Park,3491 W GIRARD AVE,BUILDING,NO_PROGRAM,641.23228602,0.01472073,19104,,NO_MAP,NOT_SITE,,3664,OPERATIONS_MAINTENANCE_STORAGE,101.56640625,41.1550416976031
1217,Belmont Pumping Station,Belmont Pumping Station,West Fairmount Park,1740 MARTIN LUTHER KING DR,BUILDING,NO_PROGRAM,13909.58529456,0.31932142,19131,,NO_MAP,NOT_SITE,Belmont Pumping Station,174,OTHER,2203.84765625,207.795227736092
1218,Pleasant Playground Building,Pleasant Playground Building,Pleasant Playground,6750 BOYER ST,BUILDING,PROGRAM,4382.64624707,0.10061212,19119,,NO_MAP,NOT_SITE,,898,RECREATION_SITE,695.83203125,110.627334311136
1219,Holme Crispin Cemetery,Holme Crispin Cemetery,Holme-Crispin Park,3065 HOLME AVE,LAND,NO_PROGRAM,11645.732693,0.2673503,19136,Pennypack Community Center ,NO_MAP,NOT_SITE,Holme Crispin Cemetery,3665,OTHER,1849,173.147567976464
1220,American-Swedish Historical Museum,American-Swedish Historical Museum,Franklin Delano Roosevelt Park,1900 PATTISON AVE,LAND,NO_PROGRAM,72926.12508576,1.67416017,19145,,MAP,NOT_SITE,American-Swedish Historical Museum,3666,MUSEUM,11527.3515625,455.637191295444
1221,Andorra Natural Area,Andorra Natural Area,Wissahickon Valley Park,9750 FORBIDDEN DR,LAND,NO_PROGRAM,6844603.30853787,157.13109934,19128,,MAP,NOT_SITE,Andorra Natural Area,3667,REGIONAL_CONSERVATION_WATERSHED,1087414.09765625,5530.49340681956
1222,Wigard Avenue House,Wigard Avenue House,Wissahickon Valley Park,798 WIGARD AVE,LAND,NO_PROGRAM,153101.19287814,3.51473382,19128,,MAP,NOT_SITE,Wigard Ave House,3668,MULTI_USE,24305.59765625,1020.10624789336
1223,Al Pearlman Sports Center Building,Al Pearlman Sports Center Building,Al Pearlman Sports Center,600 PORT ROYAL AVE,BUILDING,NO_PROGRAM,5457.94364237,0.12529765,19128,,NO_MAP,NOT_SITE,,1806,MULTI_USE,866.625,122.609968256867
1224,Mummers Museum Building,Mummers Museum Building,Mummers Museum,200 WASHINGTON AVE,BUILDING,NO_PROGRAM,6359.47797723,0.14599411,19147,,NO_MAP,NOT_SITE,,161,MUSEUM,1006.03125,137.093816047444
1225,Zoo Gate House West,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,BUILDING,NO_PROGRAM,582.78971799,0.01337906,19104,,NO_MAP,NOT_SITE,,3669,ZOO_HABITAT,92.3046875,38.4636213564763
1226,Zoo Gate House East,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,BUILDING,NO_PROGRAM,585.04673595,0.01343088,19104,,NO_MAP,NOT_SITE,,3670,ZOO_HABITAT,92.6640625,38.5842223094653
1227,Zoo Admissions Building,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,BUILDING,NO_PROGRAM,1839.31761151,0.04222509,19104,,NO_MAP,NOT_SITE,,1759,ZOO_HABITAT,291.31640625,88.0941923314378
1228,Zoo Comfort Station 1,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,BUILDING,NO_PROGRAM,977.61817854,0.02244311,19104,,NO_MAP,NOT_SITE,,3671,RESTROOMS,154.83984375,50.7261969097995
1229,ZooShop,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,BUILDING,NO_PROGRAM,4098.81025327,0.09409611,19104,,NO_MAP,NOT_SITE,,3672,CONCESSIONS_RETAIL_CAFE,649.1875,128.786207235524
1230,Zoo Lemur Enclosure,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,STRUCTURE,NO_PROGRAM,1961.92271678,0.04503973,19104,,NO_MAP,NOT_SITE,,3673,ZOO_HABITAT,310.7421875,84.2534647148729
1231,Zoo Ticket Gate Structure,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,STRUCTURE,NO_PROGRAM,300.67560347,0.00690259,19104,,NO_MAP,NOT_SITE,,3674,ZOO_HABITAT,47.6171875,35.9342453683946
1232,Zoo Rare Animal Conservation Center,Philadelphia Zoological Gardens,West Fairmount Park,3400 W GIRARD AVE,BUILDING,NO_PROGRAM,17717.53781743,0.40674033,19104,,NO_MAP,NOT_SITE,,1749,ZOO_HABITAT,2806.16015625,310.106712354894
