OBJECTID,ASSET_NAME,SITE_NAME,CHILD_OF,ADDRESS,TYPE,DESCRIPTION,SQ_FEET,ACREAGE,ZIPCODE,ALLIAS,NOTES,TENANT,LABEL,DPP_ASSET_ID,PPR_USE,Shape__Area,Shape__Length
594,Mount Pleasant South Dependency,Mount Pleasant South Dependency,East Fairmount Park,3764 MOUNT PLEASANT DR,BUILDING,NO_PROGRAM,578.70796908,0.01328536,19121,Mount Pleasant Mansion Complex,NO_MAP,NOT_SITE,,1478,HISTORIC_HOUSE,91.6796875,38.302483931656
595,Mount Pleasant Mansion,Mount Pleasant Mansion,East Fairmount Park,3764 MOUNT PLEASANT DR,BUILDING,NO_PROGRAM,1959.95188785,0.04499448,19121,Mount Pleasant Mansion Complex,MAP,NOT_SITE,Mount Pleasant Mansion,1018,HISTORIC_HOUSE,310.51171875,75.6044808964687
596,Horticulture Center Offices & Greenhouses,Fairmount Park Horticulture Center,West Fairmount Park,4200 HORTICULTURAL DR,BUILDING,NO_PROGRAM,39909.0027078,0.9161883,19131, ,NO_MAP,NOT_SITE,,1019,GREENHOUSE_NURSERY,6322.71484375,600.351492663151
597,Mount Pleasant Maintenance Garage,Mount Pleasant Maintenance Garage,East Fairmount Park,3754 MOUNT PLEASANT DR,BUILDING,NO_PROGRAM,1138.22611328,0.02613018,19121,Mount Pleasant Mansion Complex,NO_MAP,NOT_SITE,,1479,OPERATIONS_MAINTENANCE_STORAGE,180.328125,55.3801402521177
598,Mann Center Rear Gatehouse,Mann Center for the Performing Arts,West Fairmount Park,5396 N GEORGES HILL DR,BUILDING,NO_PROGRAM,459.62931296,0.01055168,19131,"Mann Music Center; Robin Hood Dell West",NO_MAP,NOT_SITE,,1480,HISTORIC_HOUSE,72.8203125,45.9332566915863
599,Mount Pleasant North Dependency,Mount Pleasant North Dependency,East Fairmount Park,3764 MOUNT PLEASANT DR,BUILDING,NO_PROGRAM,577.51860525,0.01325806,19121,Mount Pleasant Mansion Complex,NO_MAP,NOT_SITE,,2862,HISTORIC_HOUSE,91.49609375,38.2706399260878
600,Mount Pleasant North Necessary,Mount Pleasant North Necessary,East Fairmount Park,3764 MOUNT PLEASANT DR,BUILDING,NO_PROGRAM,137.19810602,0.00314965,19121,Mount Pleasant Mansion Complex,NO_MAP,NOT_SITE,,1481,HISTORIC_HOUSE,21.734375,18.7370326588708
601,Mann Center Rear Restrooms,Mann Center for the Performing Arts,West Fairmount Park,5396 N GEORGES HILL DR,BUILDING,NO_PROGRAM,2105.77946269,0.04834224,19131,"Mann Music Center; Robin Hood Dell West",NO_MAP,NOT_SITE,,1482,RESTROOMS,333.625,91.6957226465776
602,Mann Center Maintenance Building,Mann Center for the Performing Arts,West Fairmount Park,5396 N GEORGES HILL DR,BUILDING,NO_PROGRAM,3143.07230323,0.0721553,19131,"Mann Music Center; Robin Hood Dell West",NO_MAP,NOT_SITE,,1483,CONCESSIONS_RETAIL_CAFE,497.953125,115.466504213767
603,Dairy Fields Restrooms,Dairy Fields,East Fairmount Park,3775 MOUNT PLEASANT DR,BUILDING,NO_PROGRAM,1138.99905249,0.02614792,19121, ,NO_MAP,NOT_SITE,,1484,RESTROOMS,180.44921875,55.249665794182
604,Fairmount Park Horticulture Center Boiler Room,Fairmount Park Horticulture Center,West Fairmount Park,4241 HORTICULTURAL DR,BUILDING,NO_PROGRAM,585.42260883,0.01343951,19131, ,NO_MAP,NOT_SITE,,2852,OPERATIONS_MAINTENANCE_STORAGE,92.75,38.9915299004454
605,South Georges Hill Picnic Pavilion,South Georges Hill Picnic Pavilion,West Fairmount Park,5006 S GEORGES HILL DR,BUILDING,NO_PROGRAM,1854.50734808,0.0425738,19131,South Georges Hill Restrooms,NO_MAP,NOT_SITE,,1289,PAVILION_SHELTER,293.81640625,72.9060138202266
606,Park Trolley Headquarters,Fairmount Park Horticulture Center,West Fairmount Park,4241 HORTICULTURAL DR,BUILDING,NO_PROGRAM,564.7137023,0.01296409,19131, ,NO_MAP,NOT_SITE,,1363,OPERATIONS_MAINTENANCE_STORAGE,89.46484375,43.5195822935821
607,8th & Diamond Playground Building,8th & Diamond Playground Building,8th & Diamond Playground,2062 N 08TH ST,BUILDING,PROGRAM,3656.51830796,0.08394245,19122, ,NO_MAP,NOT_SITE,,698,RECREATION_SITE,579.296875,104.531370705899
608,Ohio House,Ohio House,West Fairmount Park,4745 STATES DR,BUILDING,NO_PROGRAM,2389.04614602,0.05484517,19131, ,MAP,NOT_SITE,Ohio House,1020,HISTORIC_HOUSE,378.515625,85.9360334301163
609,Kelly Drive Regatta Comfort Station,Kelly Drive Regatta Comfort Station,East Fairmount Park,1909 KELLY DR,BUILDING,NO_PROGRAM,392.98066896,0.00902163,19121, ,NO_MAP,NOT_SITE,,1486,RESTROOMS,62.26171875,31.6765668526684
610,Kelly Drive Regatta Judges Tower,Kelly Drive Regatta Judges Tower,East Fairmount Park,1936 KELLY DR,BUILDING,NO_PROGRAM,354.18946647,0.0081311,19121, ,NO_MAP,NOT_SITE,,1487,STAGE_STANDS,56.12109375,34.7869774288202
611,Rev. M. Monkiewicz Recreation Center Building,Rev. M. Monkiewicz Recreation Center Building,Rev. M. Monkiewicz Recreation Center,3201 RICHMOND ST,BUILDING,PROGRAM,4538.44104636,0.10418869,19134,Monkiewicz Playground,NO_MAP,NOT_SITE,,656,RECREATION_SITE,719.01171875,114.644360398662
612,Black-Coyle-McBride Playground Building,Black-Coyle-McBride Playground Building,Black-Coyle-McBride Playground,2137 E HAZZARD ST,BUILDING,PROGRAM,1148.18009567,0.02635869,19125,Pop's Playground,NO_MAP,NOT_SITE,,787,RECREATION_SITE,181.90234375,54.0851537527692
613,Kelly Drive Regatta Reviewing Stand,Kelly Drive Regatta Reviewing Stand,East Fairmount Park,1948 KELLY DR,BUILDING,NO_PROGRAM,2866.294109,0.06580132,19121, ,NO_MAP,NOT_SITE,Regatta Reviewing Stands,1488,STAGE_STANDS,454.1328125,115.00212159655
614,Rockland Mansion,Rockland Mansion,East Fairmount Park,3842 MOUNT PLEASANT DR,BUILDING,NO_PROGRAM,2427.06256416,0.05571791,19121, ,MAP,NOT_SITE,Rockland Mansion,1021,HISTORIC_HOUSE,384.5546875,85.1182564054795
615,Cohocksink Recreation Center Building,Cohocksink Recreation Center,Cohocksink Recreation Center,2901 CEDAR ST,BUILDING,PROGRAM,11203.05039538,0.25718768,19134, ,NO_MAP,NOT_SITE,  ,841,RECREATION_SITE,1774.91796875,190.391111270884
616,Southern Maintenance Headquarters,Southern Maintenance Headquarters,West Fairmount Park,4115 MONTGOMERY DR,BUILDING,NO_PROGRAM,14790.4852671,0.33954418,19131,"Building Maintenance HQ;Trolley Power House
",NO_MAP,NOT_SITE,Southern Maintenance HQ,1022,OPERATIONS_MAINTENANCE_STORAGE,2343.4921875,198.691552194679
617,Belmont Plateau Concession Building & Restrooms,Belmont Plateau,West Fairmount Park,1883 BELMONT MANSION DR,BUILDING,NO_PROGRAM,3566.76506362,0.08188199,19131, ,NO_MAP,NOT_SITE,,1024,RESTROOMS,565.15234375,124.031286306632
618,"Eric W. ""Hank"" Gathers, Jr. Center Building","Eric W. ""Hank"" Gathers, Jr. Center Building","Eric W. ""Hank"" Gathers, Jr. Center",2501 W DIAMOND ST,BUILDING,PROGRAM,9940.69016329,0.22820776,19121,"Gathers, Gathers Recreation Center; Moylan",NO_MAP,NOT_SITE,  ,867,RECREATION_SITE,1575.0703125,217.352686748581
619,Frank Glavin Playground Building,Frank Glavin Playground Building,Frank Glavin Playground,2612 E WESTMORELAND ST,BUILDING,PROGRAM,3128.18384246,0.07181351,19134,Glavin Playground,NO_MAP,NOT_SITE,  ,605,RECREATION_SITE,495.63671875,98.2954719512596
620,Ormiston,Ormiston,East Fairmount Park,2020 RESERVOIR DR,BUILDING,NO_PROGRAM,2161.8335607,0.04962907,19121,Ormiston Mansion,NO_MAP,NOT_SITE,Ormiston,1025,HISTORIC_HOUSE,342.5546875,81.3492363080695
621,Belmont Stables,Belmont Stables,West Fairmount Park,2000 MARTIN LUTHER KING DR,BUILDING,NO_PROGRAM,5460.77845343,0.12536272,19131,West River Drive Stables,NO_MAP,NOT_SITE,Belmont Stables,1026,STABLES,865.26953125,145.940064138669
622,Car Barn,Car Barn Compound,West Fairmount Park,4221 MONTGOMERY DR,BUILDING,NO_PROGRAM,43925.29034489,1.00838995,19131,Car Barn Complex,NO_MAP,NOT_SITE,Car Barn,1023,BARN,6960.171875,522.45670196907
623,Boelson Cottage,Boelson Cottage,West Fairmount Park,2128 MARTIN LUTHER KING DR,BUILDING,NO_PROGRAM,774.94217356,0.0177903,19131,Boelson House,NO_MAP,NOT_SITE,Boelson Cottage,1028,HISTORIC_HOUSE,122.79296875,45.774040133358
624,Carbarn Offices South,Car Barn Compound,West Fairmount Park,4101 MONTGOMERY DR,BUILDING,NO_PROGRAM,2650.44901119,0.06084618,19131,"Carbarn Compound Office, Construction HQ",NO_MAP,NOT_SITE,,1496,MULTI_USE,419.984375,92.876476627408
625,Joseph E. Mander Playground Building,Joseph E. Mander Playground,East Fairmount Park,3309 DIAMOND ST,BUILDING,PROGRAM,6817.22973977,0.15650269,19132,Mander Playground,NO_MAP,NOT_SITE,,1296,RECREATION_SITE,1080.23046875,154.05308185679
626,Joseph E. Mander Playground Pool Building,Joseph E. Mander Playground,East Fairmount Park,2142 N 33RD ST,BUILDING,NO_PROGRAM,1522.88505989,0.03496077,19132,Mander Playground,NO_MAP,NOT_SITE,,1303,RECREATION_SITE,241.3125,62.1501551546134
627,Carbarn Offices North,Car Barn Compound,West Fairmount Park,4101 MONTGOMERY DR,BUILDING,NO_PROGRAM,1880.52635262,0.04317112,19131,Carbarn Compound Offices,NO_MAP,NOT_SITE,,1497,MULTI_USE,297.984375,77.8561120008514
628,Belmont Yard Pumping Station,Belmont Yard Pumping Station,West Fairmount Park,2000 MARTIN LUTHER KING DR,BUILDING,NO_PROGRAM,135.00126325,0.00309921,19131, ,NO_MAP,NOT_SITE,,1498,OTHER,21.39453125,18.5062065183748
629,Belmont Mansion,Belmont Mansion Grounds,West Fairmount Park,2032 BELMONT MANSION DR,BUILDING,NO_PROGRAM,2828.7252634,0.06493886,19131, ,NO_MAP,NOT_SITE,Belmont Mansion,1029,HISTORIC_HOUSE,448.24609375,95.8979619905612
630,Laurel Hill Mansion,Laurel Hill Mansion Grounds,East Fairmount Park,3487 EDGLEY DR,BUILDING,NO_PROGRAM,2548.96567996,0.05851643,19121, ,NO_MAP,NOT_SITE,Laurel Hill Mansion,1030,HISTORIC_HOUSE,403.92578125,90.7139770683114
631,Belmont Grove Restrooms,Belmont Grove,West Fairmount Park,2076 BELMONT MANSION DR,BUILDING,NO_PROGRAM,849.74471502,0.01950753,19131,Belmont Grove Picnic Area,NO_MAP,NOT_SITE,,1500,RESTROOMS,134.65625,46.8608157721765
632,Ridgeland Mansion Building,Ridgeland Mansion,West Fairmount Park,4000 CHAMOUNIX DR,BUILDING,NO_PROGRAM,2925.12779165,0.06715196,19131, ,NO_MAP,NOT_SITE,,1031,HISTORIC_HOUSE,463.54296875,107.035918659777
633,Ridgeland Mansion Springhouse,Ridgeland Mansion,West Fairmount Park,4000 CHAMOUNIX DR,BUILDING,NO_PROGRAM,232.73610975,0.00534291,19131, ,NO_MAP,NOT_SITE,,1502,HISTORIC_HOUSE,36.8828125,24.3135807838568
634,Ridgeland Mansion Barn,Ridgeland Mansion,West Fairmount Park,4000 CHAMOUNIX DR,BUILDING,NO_PROGRAM,3115.70171726,0.07152696,19131, ,NO_MAP,NOT_SITE,,1503,BARN,493.75390625,92.4252158834176
635,W. Freeland Kendrick Recreation Center Building,W. Freeland Kendrick Recreation Center Building,W. Freeland Kendrick Recreation Center,5878 RIDGE AVE,BUILDING,PROGRAM,12866.27155004,0.29537013,19128,Kendrick Recreation Center,NO_MAP,NOT_SITE,,671,RECREATION_SITE,2041.1171875,266.721470352092
636,Rittenhouse Building 211,Historic Rittenhouse Town,Wissahickon Valley Park,4500 ORANGE TRL,BUILDING,NO_PROGRAM,1008.57240926,0.02315373,19144,Rittenhouse Town #211,NO_MAP,NOT_SITE,,1064,HISTORIC_HOUSE,160.00390625,57.6134446133804
637,Arrow Field Storage Building,Arrow Field,Wissahickon Valley Park, ,BUILDING,NO_PROGRAM,1315.60642799,0.03020229,19128, ,NO_MAP,NOT_SITE,,1534,OPERATIONS_MAINTENANCE_STORAGE,208.7109375,61.3114821440563
638,Roosevelt Playground Building,Roosevelt Playground Building,Roosevelt Playground,4301 LEVICK ST,BUILDING,PROGRAM,3675.64914384,0.08438163,19135, ,NO_MAP,NOT_SITE,,460,RECREATION_SITE,583.05859375,114.046581968921
639,Rittenhouse Homestead,Historic Rittenhouse Town,Wissahickon Valley Park,247 RITTENHOUSETOWN LN,BUILDING,NO_PROGRAM,1015.46157112,0.02331188,19144,Rittenhouse Town #207,NO_MAP,NOT_SITE,,1065,HISTORIC_HOUSE,161.09375,54.0700873110989
640,Rittenhouse Bakehouse,Historic Rittenhouse Town,Wissahickon Valley Park,247 RITTENHOUSETOWN LN,BUILDING,NO_PROGRAM,388.93643655,0.00892879,19144, ,NO_MAP,NOT_SITE,,1066,HISTORIC_HOUSE,61.69921875,31.4950176464203
641,Rittenhouse Building 209,Historic Rittenhouse Town,Wissahickon Valley Park,262 RITTENHOUSETOWN LN,BUILDING,NO_PROGRAM,1466.45907002,0.0336654,19144,,NO_MAP,NOT_SITE,,1067,HISTORIC_HOUSE,232.64453125,70.3816660670038
642,Enoch Rittenhouse Home,Historic Rittenhouse Town,Wissahickon Valley Park,256 RITTENHOUSETOWN LN,BUILDING,NO_PROGRAM,1290.85022839,0.02963396,19144,Rittenhouse Town #208,NO_MAP,NOT_SITE,,1068,HISTORIC_HOUSE,204.78125,70.8929632671134
643,Abraham Rittenhouse Home,Historic Rittenhouse Town,Wissahickon Valley Park,236 RITTENHOUSETOWN LN,BUILDING,NO_PROGRAM,1844.20853812,0.04233737,19144,Rittenhouse Town #206,NO_MAP,NOT_SITE,,1069,HISTORIC_HOUSE,292.57421875,73.2408702505378
644,Walnut Lane GC Clubhouse,Walnut Lane Golf Course,Wissahickon Valley Park,5819 MAGDALENA ST,BUILDING,NO_PROGRAM,5235.88457371,0.12019985,19128, ,NO_MAP,NOT_SITE,,1535,GOLF,830.6484375,117.448821485122
645,Walnut Lane GC Car Barn and Maintenance Shed,Walnut Lane Golf Course,Wissahickon Valley Park,5819 MAGDALENA ST,BUILDING,NO_PROGRAM,8403.45383678,0.19291753,19128, ,NO_MAP,NOT_SITE,,1070,OPERATIONS_MAINTENANCE_STORAGE,1333.1875,175.752923515226
646,Edward Houseman Playground Pool Building,Edward Houseman Playground Pool Building,Edward Houseman Playground,4979 SUMMERDALE AVE,BUILDING,NO_PROGRAM,3975.84063869,0.09127311,19124,Houseman Playground,NO_MAP,NOT_SITE,,1537,POOL,630.72265625,121.021219718331
647,Vogt Recreation Center Building,Vogt Recreation Center Building,Vogt Recreation Center,4131 UNRUH AVE,BUILDING,PROGRAM,16851.29255984,0.38685399,19135, ,NO_MAP,NOT_SITE,,1,RECREATION_SITE,2673.1875,208.220342062677
648,Howell Park Stone Stable Ruin,Howell Park Stone Stable Ruin,Howell Park,5215 GREENE ST,BUILDING,NO_PROGRAM,959.0945952,0.02201787,19144, ,NO_MAP,NOT_SITE,,1539,OTHER,152.16015625,50.5937608196592
649,Disston Recreation Center Building 2,Disston Recreation Center Building 2,Disston Recreation Center,4423 LONGSHORE AVE,BUILDING,PROGRAM,3420.22771966,0.07851794,19135, ,NO_MAP,NOT_SITE,,1540,RECREATION_SITE,542.57421875,94.7003252162441
650,Disston Recreation Center Building 1,Disston Recreation Center Building 1,Disston Recreation Center,4423 LONGSHORE AVE,BUILDING,NO_PROGRAM,4156.11494728,0.09541165,19135, ,NO_MAP,NOT_SITE,,267,RECREATION_SITE,659.3125,107.356152417344
651,Lower Mayfair Playground Building,Lower Mayfair Playground Building,Lower Mayfair Playground,3001 ROBBINS ST,BUILDING,PROGRAM,5537.88881545,0.12713294,19149, ,NO_MAP,NOT_SITE,  ,278,RECREATION_SITE,878.51953125,143.692203101225
652,Pennypack on the Delaware-Concession/Restroom,Pennypack on the Delaware Fields,Pennypack on the Delaware ,8201 STATE ROAD,BUILDING,NO_PROGRAM,1640.56686022,0.03766238,19136,Pennypack Park at Mouth of Delaware,NO_MAP,NOT_SITE,,1541,RESTROOMS,260.25390625,64.531800780635
653,Wakefield Tenant House,Wakefield Tenant House,Wakefield Park,5100 N 16TH ST,BUILDING,NO_PROGRAM,556.71855086,0.01278055,19141, ,NO_MAP,NOT_SITE,,652,HISTORIC_HOUSE,88.328125,37.6190334830298
654,Edward Houseman Playground Building,Edward Houseman Playground Building,Edward Houseman Playground,5091 SUMMERDALE AVE,BUILDING,PROGRAM,9971.60031959,0.22891736,19124,Houseman Playground,NO_MAP,NOT_SITE,,471,RECREATION_SITE,1581.92578125,177.162129437341
655,John L. Barrett Playground Building,John L. Barrett Playground Building,John L. Barrett Playground,641 LINDLEY AVE,BUILDING,PROGRAM,4138.86915766,0.09501574,19120,Lindley Playground,NO_MAP,NOT_SITE,,682,RECREATION_SITE,656.63671875,109.199424840796
656,Wister Playground Building,Wister Playground Building,Wister Playground,4971 BAYNTON ST,BUILDING,PROGRAM,2439.94795589,0.05601372,19144, ,NO_MAP,NOT_SITE,,1179,RECREATION_SITE,387.109375,79.2466148342799
657,Hillside Recreation Center Building,Hillside Recreation Center Building,Hillside Recreation Center,201 FOUNTAIN ST,BUILDING,PROGRAM,8111.02170711,0.18620418,19127, ,NO_MAP,NOT_SITE,,784,RECREATION_SITE,1286.921875,163.030540261746
658,Russo Park Playground Building 1,Russo Park Playground Building 1,Russo Park Playground,7301 TORRESDALE AVE,BUILDING,NO_PROGRAM,3692.59432338,0.08477064,19136, ,NO_MAP,NOT_SITE,,48,RECREATION_SITE,585.8046875,100.186607759532
659,Jacob Kelter House,Clifford Park,Wissahickon Valley Park,6259 WISSAHICKON AVE,BUILDING,NO_PROGRAM,1399.42484869,0.0321265,19144, ,NO_MAP,NOT_SITE,Jacob Kelter House,1072,HISTORIC_HOUSE,222.04296875,68.9687126331457
660,Thomas Mansion Garage,Clifford Park,Wissahickon Valley Park,6239 WISSAHICKON AVE,BUILDING,NO_PROGRAM,675.52534913,0.01550799,19144, ,NO_MAP,NOT_SITE,,1542,OPERATIONS_MAINTENANCE_STORAGE,107.18359375,42.9332372033343
661,Thomas Mansion,Clifford Park,Wissahickon Valley Park,6239 WISSAHICKON AVE,BUILDING,NO_PROGRAM,4500.41200389,0.10331566,19144, ,NO_MAP,NOT_SITE,Thomas Mansion,1073,HISTORIC_HOUSE,714.0625,155.985169210108
662,Susan Gorgas Park Building 1,Susan Gorgas Park Building 1,Susan Gorgas Park,4712 PECHIN ST,BUILDING,PROGRAM,2386.54345035,0.05478772,19128,Gorgas Park,NO_MAP,NOT_SITE,,2847,MULTI_USE,378.66796875,98.8143915037059
663,Pennypack on the Delaware-Maintenance Building,Pennypack on the Delaware-Maintenance Building,Pennypack on the Delaware,8201 STATE RD,BUILDING,NO_PROGRAM,2920.21507591,0.06703918,19136,Pennypack Park at Mouth of Delaware,NO_MAP,NOT_SITE,,1543,OPERATIONS_MAINTENANCE_STORAGE,463.2890625,93.2773505227888
664,Belmont & Edgley Cricket Field Shed,Belmont & Edgley Cricket Fields,West Fairmount Park,4070 EDGLEY AVE,BUILDING,NO_PROGRAM,237.21177264,0.00544565,19131,"Cricket/Archery;Edgley Ultimate;Frisbee & Archery",NO_MAP,NOT_SITE,,1277,SHED,37.59765625,24.5283439769283
665,Belmont & Edgley Cricket Fields Clubhouse,Belmont & Edgley Cricket Fields,West Fairmount Park,4070 EDGLEY AVE,BUILDING,NO_PROGRAM,1958.1862289,0.04495395,19131,"Cricket/Archery Field;Edgley Ultimate Fields",NO_MAP,NOT_SITE,,1037,MULTI_USE,310.33984375,86.9692800496417
666,Greenland Nursery Tool House,Greenland Nursery,West Fairmount Park,3850 FORD RD,BUILDING,NO_PROGRAM,306.897659,0.00704543,19131, ,NO_MAP,NOT_SITE,,2872,HISTORIC_HOUSE,48.6328125,28.0896219230081
667,Greenland Nursery Greenhouse 1,Greenland Nursery,West Fairmount Park,3850 FORD RD,BUILDING,NO_PROGRAM,563.75203212,0.01294202,19131, ,NO_MAP,NOT_SITE,,1513,GREENHOUSE_NURSERY,89.33984375,41.4745378037166
668,Greenland Nursery Greenhouse 2,Greenland Nursery,West Fairmount Park,3850 FORD RD,BUILDING,NO_PROGRAM,814.45525978,0.01869739,19131, ,NO_MAP,NOT_SITE,,2848,GREENHOUSE_NURSERY,129.08203125,53.121480029216
669,Greenland Nursery Main Building,Greenland Nursery,West Fairmount Park,3850 FORD RD,BUILDING,NO_PROGRAM,493.59546683,0.01133144,19131, ,NO_MAP,NOT_SITE,,1361,GREENHOUSE_NURSERY,78.23046875,36.6033398905115
670,Dell Music Center Building 2,Dell Music Center,East Fairmount Park,3101 STRAWBERRY MANSION DR,BUILDING,NO_PROGRAM,2154.46011649,0.0494598,19132,"Robin Hood;Georgie Woods;Cashier Building",NO_MAP,NOT_SITE,,1516,CONCESSIONS_RETAIL_CAFE,341.453125,116.402910802265
671,Dell Music Center Entrance Gate & Box Office,Dell Music Center,East Fairmount Park,3101 STRAWBERRY MANSION DR,BUILDING,NO_PROGRAM,5829.75901532,0.13383339,19132,"Robin Hood;Georgie Woods",NO_MAP,NOT_SITE,,1517,MULTI_USE,923.93359375,201.696470831708
672,Dell Music Center Building 1,Dell Music Center,East Fairmount Park,3101 STRAWBERRY MANSION DR,BUILDING,NO_PROGRAM,10350.856524,0.23762392,19132,"Robin Hood;Georgie Woods",NO_MAP,NOT_SITE,,1038,HISTORIC_HOUSE,1640.5078125,218.242345604246
673,12th & Cambria Playground Building,12th & Cambria Playground Building,12th & Cambria Playground,2900 N 12TH ST,BUILDING,PROGRAM,2102.8170578,0.04827423,19133, ,NO_MAP,NOT_SITE,,946,RECREATION_SITE,333.2734375,80.6977861818954
674,Lilacs House,Lilacs House,West Fairmount Park,3617 GREENLAND DR,BUILDING,NO_PROGRAM,2242.01679512,0.05146983,19131,The Lilacs,MAP,NOT_SITE,Lilacs House,1039,HISTORIC_HOUSE,355.36328125,83.8185998934967
675,Chamounix Tennis Courts House,Chamounix Tennis Courts,West Fairmount Park,3687 CHAMOUNIX DR,BUILDING,NO_PROGRAM,1959.16604056,0.04497644,19131, ,NO_MAP,NOT_SITE,,1290,MULTI_USE,310.53125,73.0623437186652
676,29th & Chalmers Community Building,29th & Chalmers Community Building,29th & Chalmers Park,2900 N 29TH ST,BUILDING,PROGRAM,14782.98942801,0.3393721,19132, ,NO_MAP,NOT_SITE,,1367,RECREATION_SITE,2343.140625,273.666815617948
677,Robert T. Heitzman Recreation Center Building,Robert T. Heitzman Recreation Center Building,Robert T. Heitzman Recreation Center,2136 CASTOR AVE,BUILDING,PROGRAM,8900.42297076,0.20432641,19134,Heitzman Playground,NO_MAP,NOT_SITE, ,1112,RECREATION_SITE,1410.671875,164.697669961337
678,Heritage Park Playground Building,Heritage Park Playground,Heritage Park Playground,1533 W CLEARFIELD ST,BUILDING,PROGRAM,604.07045805,0.01386761,19132, ,NO_MAP,NOT_SITE,,786,RECREATION_SITE,95.75,48.8227743790213
679,MLK Stone Comfort Station/Picnic Shelter,MLK Stone Comfort Station/Picnic Shelter,West Fairmount Park,2760 MARTIN LUTHER KING DR,BUILDING,NO_PROGRAM,1713.47721119,0.03933618,19131, ,NO_MAP,NOT_SITE,,1521,PAVILION_SHELTER,271.6015625,70.5106605030723
680,Ramonita Negron Rivera Rec & Comm Center Building,Ramonita Negron Rivera Rec & Comm Center Building,Ramonita Negron Rivera Rec & Comm Center,3201 N 05TH ST,BUILDING,PROGRAM,20638.96672007,0.47380738,19140,Mann Older Adult Center,MAP,NOT_SITE,Mann Older Adult Center,922,RECREATION_SITE,3271.4140625,346.848451545004
681,Woodside Park Building,Woodside Park Building,Woodside Park,3918 CONSHOHOCKEN AVE,BUILDING,PROGRAM,1399.56984458,0.03212983,19131,"Wynnefield Heights;Conshohocken Windemere",NO_MAP,NOT_SITE,,352,RECREATION_SITE,221.84765625,63.5949763659248
682,Sergeant John J. McVeigh Recreation Ctr Building,Sergeant John J. McVeigh Recreation Ctr Building,Sergeant John J. McVeigh Recreation Center,3390 D ST,BUILDING,PROGRAM,14892.42592118,0.34188442,19134,McKinley Playground,NO_MAP,NOT_SITE,,648,RECREATION_SITE,2360.546875,247.237015425695
683,Shuler Playground Building,Shuler Playground Building,Shuler Playground,2901 N 29TH ST,BUILDING,PROGRAM,1730.23127515,0.0397208,19132,"James Allen Shuler Playground;Whittier Playground",NO_MAP,NOT_SITE,,658,RECREATION_SITE,274.265625,68.8273954799496
684,Bridesburg Recreation Center Building,Bridesburg Recreation Center Building,Bridesburg Recreation Center,4649 RICHMOND ST,BUILDING,PROGRAM,14930.49631323,0.3427584,19137, ,NO_MAP,NOT_SITE,,899,RECREATION_SITE,2366.5390625,225.46887991081
685,Vincent G. Panati Playground Building,Vincent G. Panati Playground Building,Vincent G. Panati Playground,3115 N 22ND ST,BUILDING,PROGRAM,3956.69882347,0.09083367,19132,Panati Playground,NO_MAP,NOT_SITE,,1041,RECREATION_SITE,627.19921875,102.10192001767
686,Chamounix Equestrian Center Building,Chamounix Equestrian Center,West Fairmount Park,3271 CHAMOUNIX DR,BUILDING,NO_PROGRAM,11864.39206168,0.27237005,19131,Chamounix Stable/McCarthy Stable,NO_MAP,NOT_SITE,,1042,STABLES,1880.75390625,266.838169507365
687,Schmidt Playground Building,Schmidt Playground Building,Schmidt Playground,113 W ONTARIO ST,BUILDING,PROGRAM,1602.36710884,0.03678543,19140, ,NO_MAP,NOT_SITE,,581,RECREATION_SITE,254,63.9749784969609
688,Chamounix Carriage House,Chamounix Carriage House,West Fairmount Park,3200 CHAMOUNIX DR,BUILDING,NO_PROGRAM,3054.3698336,0.07011896,19131, ,NO_MAP,NOT_SITE,Chamounix Carriage House,1043,HISTORIC_HOUSE,484.17578125,98.3671831535407
689,Chamounix Cottage,Chamounix Cottage,West Fairmount Park,3200 CHAMOUNIX DR,BUILDING,NO_PROGRAM,838.91327009,0.01925888,19131, ,NO_MAP,NOT_SITE,Chamounix Cottage,1044,HISTORIC_HOUSE,132.98828125,46.1281294278837
690,Chamounix Mansion,Chamounix Mansion,West Fairmount Park,3200 CHAMOUNIX DR,BUILDING,NO_PROGRAM,3482.47741789,0.079947,19131,,MAP,NOT_SITE,Chamounix Mansion,1045,HISTORIC_HOUSE,552.0625,107.784565995381
691,Scanlon Recreation Center Building,Scanlon Recreation Center Building,Scanlon Recreation Center,1099 E TIOGA ST,BUILDING,PROGRAM,31942.80238317,0.73330877,19134,"Scanlon, Webster Playground, Scanlon Ice Rink",NO_MAP,NOT_SITE,,1107,RECREATION_SITE,5063.37109375,298.051667528737
692,Falls Road House Garage,Falls Road House,West Fairmount Park,3689 FALLS RD,BUILDING,NO_PROGRAM,924.90313297,0.02123294,19131, ,NO_MAP,NOT_SITE,,1362,OPERATIONS_MAINTENANCE_STORAGE,146.6171875,54.4186806633354
693,Juniata Park Older Adult Center Building,Juniata Park Older Adult Center Building,Juniata Park Older Adult Center,1231 E SEDGLEY AVE,BUILDING,PROGRAM,14239.12076148,0.32688654,19124, ,NO_MAP,NOT_SITE,,791,OLDER_ADULT_CENTER,2257.2109375,203.551685225433
